Name,Genus Authority Author,Genus Authority Date,Strata
,"Xixiasaurus: Lü J-C, Xu L, Liu Y-Q, Zhang X-L, Jia S. & Ji Q, 2010",,
,"Xixiposaurus: Sekiya T, 2010",,
,"Xiyunykus: Xu X, J.N. Choiniere, Tan Q, R.B.J. Benson, J.M. Clark, C. Sullivan, Zhao Q, Han F, Ma Q, He Y, Wang S, Xing H. & Tan L, 2018",,
,"Xuanhanosaurus: Dong Z-M, 1984",,
,"Xuanhuaceratops: Zhao X, Cheng Z, Xu X. & P.J. Makovicky, 2006",,
,"Xuanhuasaurus: Zhao X. (as Chao S.), 1985 [nomen nudum → Xuanhuaceratops]",,
,"Xunmenglong: Xing L, T. Miyashita, Wang D-H, Niu K-C. & P.J. Currie, 2019",,
,"Xuwulong: You H-L, Li D-Q & Liu W, 2011",,
,,,
,"Yaleosaurus: F. von Huene, 1932 [JSS → Anchisaurus]",,
,"Yamaceratops: P.J. Makovicky & M.A. Norell, 2006",,
,"Yamanasaurus: S. Apesteguía, J.E. Soto Luzuriaga, P.A. Gallina, J.T. Granda & G.A. Guamán Jaramillo, 2019",,
,"Yamatosaurus: Y. Kobayashi, R. Takasaki, K. Kubota & A.R. Fiorillo, 2021",,
,"Yandusaurus: He X, 1979",,
,"Yangchuanosaurus: Dong Z-M, Chang Y-H. (as Chang Y.), Li X-M. & Zhou S, 1978",,
,"Yaverlandia: P.M. Galton, 1971",,
,"Yehuecauhceratops: H.E. Rivera-Sylva, E. Frey, W. Stinnesbeck, J.R. Guzmán-Gutiérrez & A.H. González-González, 2017",,
,"Yi (Yi qi): Xu X,Zheng X-T, C. Sullivan, Wang X-L, Xing L, Wang Y, Zhang X-M, J.K. O'Connor, Zhang F-C & Pan Y-H, 2015",,
,"Yibinosaurus: Ouyang H, 2001",,
,"Yimenosaurus: Bai vide Bai, Yang J. & Wang G-H, 1990",,
,"Yingshanosaurus: Zhou S, 1994",,
,"Yinlong: Xu X, C.A. Forster, J.M. Clark & Mo, 2006",,
,"Yixianosaurus: Xu X. & Wang X-L, 2003 [possible bird]",,
,"Yizhousaurus: Zhang Q-N, You H-L, Wang T. & S. Chatterjee, 2018",,
,"Yongjinglong: Li L-G, Li D-Q, You H-L & P. Dodson, 2014",,
,"Ypupiara: A.S. Brum, R.V. Pêgas, K.L.N. Bandeira, L.G. Souza, D.A. Campos & A.W.A. Kellner, 2021",,
,"Yuanmousaurus: Lü J-C, Li S, Ji Q, Wang G-F, Zhang J-H & Dong Z-M, 2006",,
,"	Yubasaurus: He X, 1975 ? [nomen nudum → Yandusaurus]",,
,"Yueosaurus: Zheng W, Jin X, M. Shibata, Y. Azuma & Yu F, 2011",,
,"Yulong: Lü J-C, P.J. Currie, Xu L, Zhang X-L, Pu H & Jia S, 2013",,
,"Yunganglong: Wang R-F, You H-L, Xu S-C, Wang S-Z, Yi J, Xie L-J, Jia L & Li Y-X, 2013",,
,"Yunmenglong: Lü J-C, Xu L, Pu H, Zhang X-L, Zhang Y-Y, Jia S, Chang H, Zhang J-M & Wei X-F, 2013",,
,"Yunnanosaurus: Yang Z.J. (as Young C.C.), 1942",,
,"Yunxianosaurus: Li Z-Q, 2001 [nomen nudum]",,
,"Yunyangosaurus: Dai H, R. Benson, Hu X, Ma Q, Tan C, Li N, Xiao M, Hu H-J, Zhou Y, Wei Z-Y, Zhang F, Jiang S, Li D-L, Peng G-Z, Yu Y & Xu X, 2020",,
,"Yurgovuchia: P. Senter, J.I. Kirkland, D.D. DeBlieux, S.K. Madsen & N. Toth, 2012",,
,"Yutyrannus: Xu X, Wang K, Zhang K, Ma Q, Xing L, C. Sullivan, Hu D, Cheng S. & Wang S, 2012",,
,"Yuxisaurus: Yao X, P.M. Barrett, Yang L, Xu X. & Bi S-D, 2022",,
,"Yuzhoulong: Dai H, Tan C, Xiong C, Ma Q, Li N, Yu H, Wei Z, Wang P, Yi J, Wei G, You H & Ren X, 2022",,
,,,
,"Zalmoxes: D.B. Weishampel, Jianu, Z. Csiki & D.B. Norman, 2003",,
,"Zanabazar: M.A. Norell, P.J. Makovicky, G.S. Bever, A.M. Balanoff, J.M. Clark, R. Barsbold & T. Rowe, 2009",,
,"Zapalasaurus: L. Salgado, I. de Souza Carvalho & A.C. Garrido, 2006",,
,"Zapsalis: E.D. Cope, 1876",,
,"Zaraapelta: V.M. Arbour, P.J. Currie & D. Badamgarav, 2014",,
,"Zby: O. Mateus, P.D. Mannion & P. Upchurch, 2014",,
,"Zephyrosaurus: H-D Sues, 1980",,
,"Zhanghenglong: Xing H, Wang D, Han F, C. Sullivan, Ma Q, He Y, D.W.E. Hone, Yan R, Du F. & Xu X, 2014",,
,"Zhejiangosaurus: Lü J-C, Jin X, Sheng, Li Y-H, Wang G-P & Y. Azuma, 2007 [nomen dubium]",,
,"Zhenyuanlong: Lü J-C, S.L. Brusatte, 2015",,
,"Zhongjianosaurus: Xu X. & Qin Z-C, 2017",,
,"Zhongornis: Gao C, L.M. Chiappe, Meng Q, J.K. O'Connor, Wang X-R, Cheng X. & Liu J-Y, 2008",,
,"Zhongyuansaurus: Xu L, Lü J-C, Zhang X-L, Jia S, Hu W, Zhang J-M, Wu Y. & Ji Q, 2007 [PSS → Gobisourus]",,
,"Zhuchengceratops: Xu X, Wang K, Zhao X, C. Sullivan & Chen S, 2010",,
,"Zhuchengosaurus: Zhao X, Li D-J, Han G, Zhao H, Liu F, Li L. & Fang X, 2007 [PSS → Shantungosaurus]",,
,"Zhuchengtitan: Mo J-Y, Wang K-B, Chen S-Q, Wang P-Y & Xu X, 2017",,
,"Zhuchengtyrannus: D.W.E. Hone, Wang K, C. Sullivan, Zhao X, Chen S, Li D, Ji S, Ji Q & Xu X, 2011",,
,"Ziapelta: V.M. Arbour, M.E. Burns, R.M. Sullivan, S.G. Lucas, A.K. Cantrell, J. Fry & T.L. Suazo, 2014",,
,"Zigongosaurus: Hou L-H, Chao & Chu S, 1976 [JSS → Mamenchisaurus]",,
,"Zizhongosaurus: Dong Z-M, Zhou S. & Zhang Y-H, 1983",,
,"Zuniceratops: Wolfe & J.I. Kirkland, 1998",,
,"Zuolong: J.N. Choiniere, J.M. Clark, C.A. Forster & Xu X, 2010",,
,"Zuoyunlong: Wang R-F, You H-L, Wang S-Z, Xu S-C, Yi J, Xie L-J, Jia L. & Xing H, 2015",,
,"Zupaysaurus: A.B. Arcucci & R.A. Coria, 2003",,
,"Zuul: V.M. Arbour & D.C. Evans, 2017",,
